2023-11-23 03:52:38	[Main thread]	INFO	readr	cli_block	 [36m──[39m [1mColumn specification[22m [36m────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────[39m cols(   checkLevel = [31mcol_character()[39m,   checkName = [31mcol_character()[39m,   checkDescription = [31mcol_character()[39m,   kahnContext = [31mcol_character()[39m,   kahnCategory = [31mcol_character()[39m,   kahnSubcategory = [31mcol_character()[39m,   sqlFile = [31mcol_character()[39m,   evaluationFilter = [31mcol_character()[39m ) 
2023-11-23 03:58:15	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: DEVICE_EXPOSURE] [CDM Field: UNIT_SOURCE_VALUE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: unit_source_value; Did you mean device_source_value? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_DEVICE_EXPOSURE_UNIT_SOURCE_VALUE.txt
2023-11-23 04:00:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_CONCEPT_ID.txt
2023-11-23 04:00:07	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_END_DATE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_END_DATE.txt
2023-11-23 04:00:07	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_END_DATETIME] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_END_DATETIME.txt
2023-11-23 04:00:08	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_ID.txt
2023-11-23 04:00:08	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_NUMBER] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_NUMBER.txt
2023-11-23 04:00:08	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_OBJECT_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_OBJECT_CONCEPT_ID.txt
2023-11-23 04:00:09	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_PARENT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_PARENT_ID.txt
2023-11-23 04:00:09	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_SOURCE_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_SOURCE_CONCEPT_ID.txt
2023-11-23 04:00:09	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_SOURCE_VALUE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_SOURCE_VALUE.txt
2023-11-23 04:00:10	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_START_DATE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_START_DATE.txt
2023-11-23 04:00:10	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_START_DATETIME] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_START_DATETIME.txt
2023-11-23 04:00:11	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: EPISODE_TYPE_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EPISODE_TYPE_CONCEPT_ID.txt
2023-11-23 04:00:11	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE] [CDM Field: PERSON_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_PERSON_ID.txt
2023-11-23 04:00:11	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE_EVENT] [CDM Field: EPISODE_EVENT_FIELD_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode_event was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EVENT_EPISODE_EVENT_FIELD_CONCEPT_ID.txt
2023-11-23 04:00:12	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE_EVENT] [CDM Field: EPISODE_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode_event was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EVENT_EPISODE_ID.txt
2023-11-23 04:00:12	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: EPISODE_EVENT] [CDM Field: EVENT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode_event was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_EPISODE_EVENT_EVENT_ID.txt
2023-11-23 04:00:30	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: LOCATION] [CDM Field: COUNTRY_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: country_concept_id at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_LOCATION_COUNTRY_CONCEPT_ID.txt
2023-11-23 04:00:30	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: LOCATION] [CDM Field: COUNTRY_SOURCE_VALUE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: country_source_value; Did you mean location_source_value? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_LOCATION_COUNTRY_SOURCE_VALUE.txt
2023-11-23 04:00:34	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: LOCATION] [CDM Field: LATITUDE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: latitude at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_LOCATION_LATITUDE.txt
2023-11-23 04:00:39	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: LOCATION] [CDM Field: LONGITUDE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: longitude at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_LOCATION_LONGITUDE.txt
2023-11-23 04:00:44	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: MEASUREMENT] [CDM Field: MEAS_EVENT_FIELD_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: meas_event_field_concept_id at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_MEASUREMENT_MEAS_EVENT_FIELD_CONCEPT_ID.txt
2023-11-23 04:00:57	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: MEASUREMENT] [CDM Field: MEASUREMENT_EVENT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: measurement_event_id; Did you mean measurement_concept_id? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_MEASUREMENT_MEASUREMENT_EVENT_ID.txt
2023-11-23 04:01:33	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: MEASUREMENT] [CDM Field: UNIT_SOURCE_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: unit_source_concept_id at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_MEASUREMENT_UNIT_SOURCE_CONCEPT_ID.txt
2023-11-23 04:02:00	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: METADATA] [CDM Field: METADATA_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: metadata_id; Did you mean metadata_date? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_METADATA_METADATA_ID.txt
2023-11-23 04:02:07	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: METADATA] [CDM Field: VALUE_AS_NUMBER] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: value_as_number at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_METADATA_VALUE_AS_NUMBER.txt
2023-11-23 04:02:20	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: NOTE] [CDM Field: NOTE_EVENT_FIELD_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: note_event_field_concept_id at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_NOTE_NOTE_EVENT_FIELD_CONCEPT_ID.txt
2023-11-23 04:02:20	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: NOTE] [CDM Field: NOTE_EVENT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: note_event_id at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_NOTE_NOTE_EVENT_ID.txt
2023-11-23 04:03:05	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: OBSERVATION] [CDM Field: OBS_EVENT_FIELD_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: obs_event_field_concept_id at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_OBSERVATION_OBS_EVENT_FIELD_CONCEPT_ID.txt
2023-11-23 04:03:14	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: OBSERVATION] [CDM Field: OBSERVATION_EVENT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: observation_event_id; Did you mean observation_concept_id? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_OBSERVATION_OBSERVATION_EVENT_ID.txt
2023-11-23 04:03:44	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: OBSERVATION] [CDM Field: VALUE_SOURCE_VALUE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: value_source_value; Did you mean unit_source_value? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_OBSERVATION_VALUE_SOURCE_VALUE.txt
2023-11-23 04:05:24	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: PROCEDURE_OCCURRENCE] [CDM Field: PROCEDURE_END_DATE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: procedure_end_date; Did you mean procedure_date? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_PROCEDURE_OCCURRENCE_PROCEDURE_END_DATE.txt
2023-11-23 04:05:24	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: PROCEDURE_OCCURRENCE] [CDM Field: PROCEDURE_END_DATETIME] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: procedure_end_datetime; Did you mean procedure_datetime? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_PROCEDURE_OCCURRENCE_PROCEDURE_END_DATETIME.txt
2023-11-23 04:06:58	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: VISIT_DETAIL] [CDM Field: ADMITTED_FROM_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: admitted_from_concept_id at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_VISIT_DETAIL_ADMITTED_FROM_CONCEPT_ID.txt
2023-11-23 04:06:58	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: VISIT_DETAIL] [CDM Field: ADMITTED_FROM_SOURCE_VALUE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: admitted_from_source_value; Did you mean admitting_source_value? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_VISIT_DETAIL_ADMITTED_FROM_SOURCE_VALUE.txt
2023-11-23 04:07:01	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: VISIT_DETAIL] [CDM Field: DISCHARGED_TO_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: discharged_to_concept_id; Did you mean discharge_to_concept_id? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_VISIT_DETAIL_DISCHARGED_TO_CONCEPT_ID.txt
2023-11-23 04:07:02	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: VISIT_DETAIL] [CDM Field: DISCHARGED_TO_SOURCE_VALUE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: discharged_to_source_value; Did you mean discharge_to_source_value? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_VISIT_DETAIL_DISCHARGED_TO_SOURCE_VALUE.txt
2023-11-23 04:07:02	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: VISIT_DETAIL] [CDM Field: PARENT_VISIT_DETAIL_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: parent_visit_detail_id; Did you mean preceding_visit_detail_id? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_VISIT_DETAIL_PARENT_VISIT_DETAIL_ID.txt
2023-11-23 04:07:33	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: VISIT_OCCURRENCE] [CDM Field: ADMITTED_FROM_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: admitted_from_concept_id at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_VISIT_OCCURRENCE_ADMITTED_FROM_CONCEPT_ID.txt
2023-11-23 04:07:33	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: VISIT_OCCURRENCE] [CDM Field: ADMITTED_FROM_SOURCE_VALUE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: admitted_from_source_value; Did you mean admitting_source_value? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_VISIT_OCCURRENCE_ADMITTED_FROM_SOURCE_VALUE.txt
2023-11-23 04:07:36	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: VISIT_OCCURRENCE] [CDM Field: DISCHARGED_TO_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: discharged_to_concept_id; Did you mean discharge_to_concept_id? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_VISIT_OCCURRENCE_DISCHARGED_TO_CONCEPT_ID.txt
2023-11-23 04:07:37	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: VISIT_OCCURRENCE] [CDM Field: DISCHARGED_TO_SOURCE_VALUE] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Unrecognized name: discharged_to_source_value; Did you mean discharge_to_source_value? at [11:20] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_cdmField_VISIT_OCCURRENCE_DISCHARGED_TO_SOURCE_VALUE.txt
2023-11-23 04:08:02	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isRequired
2023-11-23 04:08:14	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: CDM_SOURCE] [CDM Field: CDM_VERSION_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Name cdm_version_concept_id not found inside cdmtable at [17:32] An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_isRequired_CDM_SOURCE_CDM_VERSION_CONCEPT_ID.txt
2023-11-23 04:10:05	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: EPISODE] [CDM Field: EPISODE_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_isRequired_EPISODE_EPISODE_CONCEPT_ID.txt
2023-11-23 04:10:05	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: EPISODE] [CDM Field: EPISODE_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_isRequired_EPISODE_EPISODE_ID.txt
2023-11-23 04:10:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: EPISODE] [CDM Field: EPISODE_OBJECT_CONCEPT_ID] Error executing SQL: java.sql.SQLException: [Simba][BigQueryJDBCDriver](100032) Error executing query job. Message: Not found: Table booming-edge-403620:mimiciv_full_current_cdm.episode was not found in location US An error report has been created at  /Users/shubov/Projects/THESIS/mimic_eval/errors/FIELD_isRequired_EPISODE_EPISODE_OBJECT_CONCEPT_ID.txt
